Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (VND),Competitive Density,SERP Features
cách hack trò chơi snake xenzia,,20,"0.14,0.29,0.14,0.57,0.14,1.00,0.14,0.57,0.14,0.14,0.14,0.14",,0.00,0.00,
cách hack trò chơi zombie,,20,"0.14,1.00,0.14,0.43,0.14,0.14,0.14,0.57,0.29,0.29,0.29,0.14",,0.00,0.00,
cách hiển thị fps khi chơi game,,20,"0.25,0.25,0.25,0.25,0.50,0.25,0.25,0.25,1.00,0.25,0.75,0.25",,0.00,0.00,
cách hiển thị thông số khi chơi game,,20,"0.40,0.20,1.00,0.20,0.20,0.20,0.20,0.60,0.20,0.40,1.00,0.20",,0.00,0.00,
cách hướng dẫn chơi,,20,"0.11,0.11,0.11,0.11,0.11,0.33,0.11,0.22,0.11,0.22,1.00,0.11",,0.00,0.00,
cách hướng dẫn chơi cờ tướng,,20,"0.75,1.00,0.25,0.50,0.50,0.00,0.25,0.25,0.25,0.25,0.25,0.50",,0.00,0.00,
cách hướng dẫn chơi cờ vua,,20,"0.14,0.14,0.14,1.00,0.14,0.29,0.14,0.29,0.14,0.29,0.14,0.14",,0.00,0.22,
cách hẹn bạn gái đi chơi,,20,"0.14,0.14,0.14,0.14,0.14,0.14,0.57,0.43,0.14,1.00,0.71,0.14",,0.00,0.00,
cách hẹn gái đi chơi,,20,"0.11,0.11,0.11,1.00,0.11,0.22,1.00,0.11,0.11,0.11,0.00,0.11",,0.00,0.00,
cách học chơi đàn guitar,,20,"0.20,0.20,1.00,0.20,0.20,0.20,0.80,0.60,0.20,0.20,0.20,0.20",,0.00,0.40,
cách khóa trò chơi,,20,"0.20,1.00,0.20,0.40,0.20,0.20,0.20,0.60,0.20,0.20,0.40,0.20",,1057.08,0.28,
cách khắc phục mạng lag khi chơi game,,20,"1.00,0.20,0.20,0.80,0.20,0.20,0.60,0.20,0.20,0.20,0.20,0.20",,264.27,0.22,
cách khử răng cưa khi chơi game,,20,"0.11,0.11,0.00,0.00,0.00,1.00,0.00,0.11,0.11,0.11,0.11,0.33",,0.00,0.00,
cách kiếm tiền bằng việc chơi game,,20,"0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.43,0.14,0.14,0.29",,0.00,0.31,
cách kiểm tra cấu hình máy tính chơi game,,20,"0.25,0.25,0.25,0.25,0.25,0.25,0.75,1.00,0.50,0.25,0.25,0.25",,0.00,0.00,
cách kiểm tra máy có chơi được game không,,20,"0.20,0.60,0.80,0.40,0.40,0.40,0.20,0.20,1.00,0.20,0.40,0.20",,0.00,0.00,
cách kích hoa hồ điệp chơi tết,,20,"1.00,0.22,0.56,0.11,0.11,0.00,0.00,0.11,0.11,0.00,0.00,0.00",,0.00,0.00,
cách kết nối bluetooth với tay cầm chơi game,,20,"0.11,0.11,0.11,1.00,0.11,0.11,0.22,0.22,0.11,0.11,0.11,0.11",,0.00,0.05,
cách kết nối máy chơi game 4 nút với tivi,,20,"0.09,0.09,0.09,0.27,0.27,1.00,0.09,0.09,0.09,0.09,0.09,0.09",,0.00,0.59,
cách kết nối máy chơi game với tivi,,20,"1.00,0.11,0.11,0.11,0.33,0.22,0.11,0.11,0.11,0.22,0.11,0.11",,0.00,0.54,
cách kết nối tay cầm chơi game với máy tính,,20,"0.60,0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.80,0.20,0.20",,0.00,0.46,
cách kết nối điện thoại với máy tính chơi game,,20,"0.11,0.11,0.11,0.22,0.44,0.00,1.00,0.11,0.22,0.11,0.00,0.11",,0.00,0.00,
cách kết nối điện thoại với tay cầm chơi game,,20,"0.11,0.11,0.78,0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11",,0.00,0.15,
cách live stream chơi game trên điện thoại,,20,"0.11,0.11,0.00,0.00,0.33,0.00,0.00,0.78,0.11,1.00,0.11,0.00",,0.00,0.00,
cách làm 1 món đồ chơi đơn giản,,20,"0.00,0.00,0.00,1.00,0.14,0.00,0.29,0.43,0.14,1.00,0.00,0.00",,0.00,0.00,
cách làm bánh đồ chơi,,20,"0.56,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.22,1.00,0.00",,0.00,0.00,
cách làm bình chơi đá,,20,"0.22,1.00,0.11,0.11,0.11,0.22,0.22,0.11,0.22,0.11,0.56,0.11",,0.00,0.00,
cách làm bộ đồ chơi nấu ăn bằng giấy,,20,"0.20,0.20,0.20,0.20,1.00,0.60,1.00,0.80,0.20,0.20,0.20,0.80",,0.00,0.02,
cách làm cho máy tính đỡ lag khi chơi game,,20,"0.33,0.33,1.00,1.00,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.67",,0.00,0.02,
cách làm cho điện thoại chơi game mượt hơn,,20,"0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.80,0.20,0.20,0.40,0.20",,264.27,0.27,
cách làm con tôm đồ chơi,,20,"0.20,1.00,0.80,0.80,1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20",,0.00,0.60,
cách làm giảm ping khi chơi game,,20,"0.14,0.14,0.57,1.00,0.14,0.14,0.71,0.14,0.43,0.14,0.14,0.14",,1849.89,0.36,
cách làm iphone chơi game mượt hơn,,20,"0.29,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.43",,0.00,0.00,
cách làm kệ để đồ chơi cho bé,,20,"0.25,0.50,0.25,0.75,0.25,1.00,0.25,0.75,0.00,0.25,0.25,0.75",,0.00,1.00,
cách làm laptop chơi game mượt hơn,,20,"0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.29",,0.00,0.07,
cách làm micro đồ chơi,,20,"0.11,0.11,0.11,0.22,0.11,0.11,0.56,0.11,0.22,0.11,1.00,0.11",,0.00,0.14,
cách làm máy bay đồ chơi,,20,"0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.80,1.00,0.20",,0.00,0.69,
cách làm máy chơi game,,20,"1.00,0.14,0.14,0.14,0.57,0.57,0.29,0.14,0.14,0.14,0.57,0.29",,0.00,0.08,
cách làm máy chơi game bằng bìa cát tông,,20,"0.11,0.11,0.11,0.11,0.33,0.22,0.11,0.11,0.11,0.11,0.33,1.00",,0.00,0.01,
cách làm máy hết lag khi chơi game,,20,"0.25,1.00,0.25,0.25,0.50,0.25,0.50,0.25,0.50,1.00,1.00,0.25",,264.27,0.54,
cách làm máy mượt hơn khi chơi game,,20,"0.33,0.67,0.33,1.00,0.33,1.00,1.00,0.33,1.00,0.33,0.33,0.33",,528.54,0.25,
cách làm máy tính chơi game mượt hơn,,20,"0.20,0.20,0.20,0.20,0.20,1.00,0.40,0.20,0.20,0.20,0.60,0.60",,0.00,0.02,
cách làm máy tính chơi game mượt hơn win 7,,20,"1.00,0.00,0.44,0.00,0.00,0.11,0.22,0.11,0.11,0.11,0.00,0.11",,0.00,0.00,
cách làm máy tính mượt hơn khi chơi game,,20,"0.22,0.11,0.11,0.11,0.11,0.11,0.56,0.11,0.11,0.11,0.11,1.00",,0.00,0.01,
cách làm mặt nạ đồ chơi cho trẻ mầm non,,20,"1.00,0.14,0.14,0.43,0.14,0.00,0.14,0.00,0.00,0.14,0.29,0.57",,0.00,0.76,
cách làm những đồ chơi bằng giấy,,20,"0.14,0.14,0.14,0.57,1.00,0.14,0.14,0.14,0.14,0.14,0.43,0.14",,0.00,0.07,
cách làm powerpoint trò chơi ô chữ,,20,"0.25,0.25,0.25,0.75,0.25,0.25,0.50,0.25,0.25,1.00,0.75,0.25",,0.00,0.00,
cách làm slide trò chơi ô cửa bí mật,,20,"0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.60,0.60,0.20,0.20,0.20",,0.00,0.00,
cách làm súng đồ chơi bắn được,,20,"0.14,0.14,0.57,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.43",,0.00,0.00,
cách làm tim chơi đá,,20,"0.25,0.25,0.25,0.50,0.25,1.00,1.00,0.75,0.25,0.25,0.25,0.25",,0.00,0.00,
cách làm trò chơi ai là triệu phú,,20,"0.11,0.33,1.00,0.11,0.56,0.22,0.11,0.11,0.11,0.11,0.11,0.11",,0.00,0.00,
cách làm trò chơi bằng bìa cát tông,,20,"1.00,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.40,0.20,0.60,0.60",,0.00,0.03,
cách làm trò chơi bằng giấy a4,,20,"0.25,0.50,0.25,0.25,0.75,0.25,1.00,0.50,0.25,0.25,0.25,0.25",,0.00,0.00,
cách làm trò chơi bằng scratch,,20,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.29,0.14,0.14,0.14,1.00",,0.00,0.00,
cách làm trò chơi bốc thăm trúng thưởng,,20,"0.14,0.14,0.29,0.14,0.14,0.71,0.14,0.14,1.00,0.43,0.14,0.29",,0.00,0.04,
cách làm trò chơi chiếc nón kỳ diệu,,20,"0.50,0.25,0.25,0.25,0.25,0.25,0.25,1.00,0.50,0.75,0.25,0.25",,0.00,0.00,
cách làm trò chơi chiếc nón kỳ diệu trên powerpoint,,20,"0.43,0.14,0.14,0.29,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.29",,0.00,0.00,
cách làm trò chơi câu hỏi trên powerpoint,,20,"0.14,0.43,0.14,0.14,0.14,0.14,0.29,0.14,0.14,0.14,0.71,1.00",,0.00,0.00,
cách làm trò chơi ghép hình,,20,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.29,1.00,0.43,0.14,0.14",,0.00,0.00,
cách làm trò chơi giải ô chữ trên powerpoint,,20,"0.14,0.14,0.29,0.29,0.43,0.29,0.71,0.14,0.14,1.00,0.14,0.14",,0.00,0.00,
cách làm trò chơi hộp quà may mắn trong powerpoint,,20,"0.14,0.29,0.29,1.00,0.14,0.29,0.29,0.14,0.71,0.14,0.14,0.14",,0.00,0.00,
cách làm trò chơi hộp quà trên powerpoint,,20,"0.11,0.11,0.11,0.44,0.11,0.11,1.00,0.11,0.11,0.11,0.44,0.00",,0.00,0.00,
cách làm trò chơi lật hình,,20,"0.00,0.33,0.22,0.11,0.11,0.11,0.22,0.33,1.00,0.00,0.11,0.11",,0.00,0.00,
cách làm trò chơi lật hình trên powerpoint,,20,"0.43,0.14,0.14,0.14,1.00,0.14,0.71,0.14,0.14,0.14,0.14,0.14",,0.00,0.00,
cách làm trò chơi lật mảnh ghép trong powerpoint,,20,"0.20,1.00,0.20,0.20,0.20,0.20,0.60,0.20,0.20,0.60,1.00,0.20",,0.00,0.00,
cách làm trò chơi quay số,,20,"0.20,0.20,0.20,0.20,1.00,0.40,0.20,0.20,0.20,0.40,0.20,0.40",,0.00,0.00,
cách làm trò chơi rung chuông vàng trên powerpoint,,20,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.56,0.11,1.00,0.11,0.11",,0.00,0.00,
cách làm trò chơi trên giấy,,20,"0.29,0.29,0.29,0.71,1.00,0.14,0.14,0.43,0.14,0.14,0.14,0.14",,0.00,0.00,
cách làm trò chơi trên google,,20,"1.00,0.14,0.57,0.14,0.14,0.14,0.43,0.29,0.29,0.14,0.14,0.71",,0.00,0.00,
cách làm trò chơi trên google slide,,20,"0.14,0.14,0.14,0.43,0.14,0.14,0.71,0.29,0.71,0.00,0.14,1.00",,0.00,0.00,
cách làm trò chơi trên máy tính,,20,"0.11,0.78,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.11",,0.00,0.01,
cách làm trò chơi trên máy tính casio,,20,"0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,0.00,0.00,
cách làm trò chơi trên powerpoint 2016,,20,"0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.56,0.22,0.33,0.11,0.11",,0.00,0.00,
cách làm trò chơi trên powerpoint đơn giản,,20,"0.00,0.00,0.80,0.20,0.20,1.00,0.20,0.20,0.20,0.60,0.20,0.20",,0.00,0.00,
cách làm trò chơi trên điện thoại,,20,"0.00,0.60,0.80,0.20,1.00,0.40,0.60,0.20,0.20,0.40,0.20,1.00",,0.00,0.05,
cách làm trò chơi tìm chữ,,20,"0.14,0.29,0.14,0.14,0.14,1.00,0.14,0.71,0.14,0.14,0.00,0.14",,0.00,0.02,
cách làm trò chơi xúc xắc,,20,"0.25,0.25,0.25,1.00,0.25,0.25,0.25,0.50,0.50,0.50,0.50,0.50",,0.00,0.80,
cách làm trò chơi xếp hình,,20,"0.40,0.20,0.20,0.20,0.20,0.80,1.00,0.20,0.20,0.20,0.20,0.20",,0.00,0.00,
cách làm trò chơi xếp hình bằng giấy,,20,"0.11,0.11,0.11,1.00,0.11,0.11,0.00,0.11,0.11,0.11,0.33,0.78",,0.00,0.00,
cách làm trò chơi âm nhạc trên powerpoint,,20,"0.20,0.80,0.20,0.40,0.20,0.20,0.20,0.20,0.20,0.40,0.20,1.00",,0.00,0.04,
cách làm trò chơi ô chữ powerpoint,,20,"0.00,0.14,0.14,0.14,0.14,0.57,0.14,0.14,0.14,0.14,1.00,0.00",,0.00,0.00,
cách làm trò chơi ô chữ trong powerpoint,,20,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.22,1.00",,0.00,0.00,
cách làm trò chơi ô chữ trong word,,20,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.43,0.14,0.14,1.00",,0.00,0.00,
cách làm trò chơi ô chữ trên ppt,,20,"0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.60,0.60,0.20,0.20,0.60",,0.00,0.00,
cách làm trò chơi ô cửa bí mật,,20,"0.11,0.11,0.11,0.11,0.56,0.11,0.22,0.11,1.00,0.11,0.00,0.22",,0.00,0.00,
cách làm trò chơi ô cửa bí mật trong powerpoint,,20,"0.50,0.75,0.75,0.50,0.25,0.25,0.25,1.00,0.25,0.00,0.25,0.25",,0.00,0.00,
cách làm trò chơi đi tìm kho báu,,20,"0.14,0.14,1.00,0.29,0.14,0.14,0.29,0.14,0.14,0.00,0.29,0.43",,0.00,0.00,
cách làm trò chơi đoán chữ trên powerpoint,,20,"0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.29,0.29,0.00,0.14,0.00",,0.00,0.00,
cách làm trò chơi đoán hình trên powerpoint,,20,"0.40,0.20,0.40,0.20,0.20,0.20,0.20,0.40,1.00,0.20,0.80,0.20",,0.00,0.00,
cách làm trò chơi đoán ô chữ trên powerpoint,,20,"0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.80",,0.00,0.00,
cách làm trò chơi đua xe trên scratch,,20,"0.60,0.40,0.20,0.20,0.20,0.40,0.60,0.80,1.00,0.40,0.20,0.20",,0.00,0.00,
cách làm trò chơi đuổi hình bắt chữ,,20,"0.75,1.00,0.50,0.50,0.75,0.25,0.75,0.75,0.25,0.25,0.75,0.25",,0.00,0.00,
cách làm trò chơi đuổi hình bắt chữ trên powerpoint,,20,"1.00,0.60,0.20,0.20,0.20,0.80,0.20,0.20,0.40,0.20,0.20,0.20",,0.00,0.00,
cách làm trò chơi đông tây nam bắc,,20,"0.29,0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.43,0.29,0.14",,0.00,0.00,
cách làm trò chơi đơn giản,,20,"0.20,0.60,0.20,0.20,0.60,0.20,0.40,0.40,0.80,0.20,0.20,1.00",,0.00,0.00,
cách làm trò chơi đường lên đỉnh olympia bằng powerpoint,,20,"0.11,0.22,0.11,0.11,0.11,0.11,0.11,0.11,0.33,0.11,0.11,1.00",,0.00,0.00,
cách làm trống đồ chơi,,20,"0.14,0.14,0.14,0.14,0.57,0.29,0.14,1.00,0.14,0.00,0.00,0.43",,0.00,0.00,
cách làm tóc đi chơi,,20,"0.14,0.43,0.29,0.14,1.00,0.14,0.14,0.71,0.14,0.14,0.14,0.14",,0.00,0.18,
cách làm vô lăng chơi game,,20,"0.40,0.20,0.20,1.00,0.20,0.60,0.80,1.00,0.20,0.40,0.20,0.40",,0.00,0.12,
cách làm xe máy đồ chơi,,20,"0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.22,0.11,0.00",,0.00,0.00,
cách làm xe tăng đồ chơi,,20,"0.78,0.11,0.11,0.22,0.11,0.11,0.11,0.11,0.22,0.11,0.11,1.00",,0.00,1.00,
cách làm xe đồ chơi bằng chai nhựa,,20,"0.14,0.14,0.14,0.71,0.14,0.14,1.00,0.14,0.29,0.43,0.14,0.29",,0.00,0.00,
cách làm xe đồ chơi bằng giấy,,20,"0.25,0.75,0.25,1.00,0.25,0.50,0.25,0.25,0.50,0.25,0.25,0.25",,0.00,0.00,
cách làm điện thoại chơi game mượt hơn,,20,"0.57,0.29,0.14,0.14,0.71,0.14,0.14,0.14,0.14,0.14,1.00,0.14",,264.27,0.19,
cách làm điện thoại hết lag khi chơi game,,20,"0.11,0.22,0.11,0.78,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00",,264.27,0.44,
cách làm đồ chơi 3d,,20,"0.25,1.00,0.25,1.00,0.25,0.50,0.25,0.25,0.25,0.25,0.25,0.25",,0.00,0.29,
cách làm đồ chơi búp bê,,20,"0.11,0.11,0.11,0.11,1.00,0.33,0.11,0.11,0.11,0.11,0.22,0.11",,0.00,0.47,
cách làm đồ chơi bằng chai nhựa đơn giản,,20,"0.50,0.25,0.25,0.50,0.25,1.00,0.50,0.25,1.00,0.25,0.25,0.25",,0.00,0.00,
cách làm đồ chơi bằng giấy bìa,,20,"0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.78",,0.00,0.63,
cách làm đồ chơi bằng giấy bằng giấy,,20,"0.11,0.44,0.11,0.11,0.11,0.44,0.33,0.00,0.11,0.11,1.00,0.11",,0.00,0.00,
cách làm đồ chơi bằng giấy cho bé,,20,"0.20,0.20,0.20,0.20,0.20,1.00,0.80,0.20,0.60,0.20,0.20,0.20",,0.00,0.00,
cách làm đồ chơi bằng giấy cát tông,,20,"0.20,0.00,1.00,0.20,0.40,0.40,0.20,0.20,0.20,0.40,0.20,0.20",,0.00,1.00,
cách làm đồ chơi bằng giấy mini,,20,"0.20,0.20,0.80,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.40,1.00",,0.00,0.00,
cách làm đồ chơi bằng giấy thủ công,,20,"1.00,0.29,0.71,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.57",,0.00,0.00,
cách làm đồ chơi bằng giấy trắng,,20,"0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.40,1.00,0.40,0.60,0.20",,0.00,0.00,
cách làm đồ chơi bằng giấy tập,,20,"0.20,0.40,0.20,1.00,0.80,0.20,0.20,1.00,0.40,0.20,0.20,0.20",,0.00,0.03,
cách làm đồ chơi bằng giấy xốp,,20,"0.25,0.25,0.25,0.25,0.25,1.00,1.00,0.75,0.75,0.00,0.50,0.25",,0.00,0.67,
cách làm đồ chơi bằng hộp giấy,,20,"0.11,0.11,1.00,0.11,0.11,0.11,0.22,0.78,0.11,0.11,0.11,0.22",,0.00,0.76,
cách làm đồ chơi bằng hộp sữa bột,,20,"0.00,0.00,0.00,0.14,0.00,0.00,0.71,0.14,1.00,0.71,0.14,0.14",,0.00,0.00,
cách làm đồ chơi bằng la dừa,,20,"0.14,0.14,0.29,0.43,0.14,0.14,0.43,0.14,0.29,0.14,0.00,1.00",,0.00,0.00,
cách làm đồ chơi bằng lon bia,,20,"0.11,0.11,1.00,0.11,0.11,0.22,0.11,0.11,0.56,0.11,0.00,0.56",,0.00,0.02,
cách làm đồ chơi bằng mô tơ,,20,"0.40,0.60,0.20,0.20,0.20,0.20,0.60,1.00,0.20,0.20,0.60,0.20",,0.00,0.10,
cách làm đồ chơi bằng que kem,,20,"0.14,0.29,0.14,0.14,0.14,0.14,1.00,0.14,0.57,0.14,0.29,0.29",,0.00,0.21,
cách làm đồ chơi bằng thùng giấy,,20,"0.75,0.25,0.50,0.75,0.25,0.25,0.25,0.25,0.50,0.50,1.00,0.25",,0.00,0.10,
cách làm đồ chơi bằng vải nỉ,,20,"1.00,0.44,0.22,0.11,0.33,0.00,0.11,0.22,0.11,0.33,0.11,0.22",,0.00,0.75,
cách làm đồ chơi bằng xốp,,20,"0.60,0.20,0.20,0.20,0.20,0.20,1.00,0.40,1.00,0.20,0.40,0.20",,0.00,0.52,
cách làm đồ chơi bằng xốp bitis,,20,"0.00,0.00,0.57,0.14,0.71,0.00,1.00,0.00,0.14,0.00,0.00,0.14",,0.00,1.00,
cách làm đồ chơi bằng đồ tái chế,,20,"0.20,0.20,0.80,0.20,0.40,0.20,0.40,0.20,0.20,0.20,1.00,0.20",,0.00,0.00,
cách làm đồ chơi cho bé,,20,"0.57,0.14,0.14,0.29,0.71,0.14,0.14,0.14,0.14,1.00,0.14,0.14",,0.00,0.28,
cách làm đồ chơi cho bé bằng giấy,,20,"1.00,0.29,0.43,1.00,0.00,0.14,0.14,0.00,0.14,0.14,0.14,0.57",,0.00,0.00,
cách làm đồ chơi cho bé bằng hộp sữa,,20,"0.14,0.14,0.29,0.43,0.14,0.00,0.14,0.14,1.00,1.00,0.14,0.14",,0.00,0.00,
cách làm đồ chơi cho búp bê bằng giấy,,20,"0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.78,0.00,1.00,0.56",,0.00,0.00,
cách làm đồ chơi cho chuột hamster bằng que kem,,20,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.11",,0.00,0.63,
cách làm đồ chơi cho chuột lang,,20,"0.33,1.00,0.11,0.11,0.11,0.22,0.11,0.44,0.11,0.00,0.11,0.11",,0.00,0.13,
cách làm đồ chơi cho chó con,,20,"0.14,0.57,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.43,0.14,0.14",,0.00,0.46,
cách làm đồ chơi cho chó tại nhà,,20,"0.25,0.25,1.00,0.25,0.50,0.25,0.25,0.50,0.25,0.75,0.25,0.25",,0.00,0.34,
cách làm đồ chơi cho mèo tại nhà,,20,"0.20,0.20,0.80,1.00,0.20,0.20,0.20,0.60,0.60,0.20,0.20,0.20",,0.00,0.00,
cách làm đồ chơi cho mèo đơn giản,,20,"0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.71,0.29,0.14,0.57,0.14",,0.00,0.00,
cách làm đồ chơi cho trẻ,,20,"0.14,0.14,0.14,0.14,0.29,0.57,0.57,0.14,0.14,1.00,0.14,0.14",,0.00,0.33,
cách làm đồ chơi cho trẻ em bằng giấy,,20,"0.20,0.20,0.20,1.00,0.20,0.20,0.60,0.20,0.20,0.20,0.20,0.80",,0.00,0.49,
cách làm đồ chơi cho trẻ mầm non,,20,"0.20,0.40,0.20,0.40,0.20,1.00,0.20,0.20,0.20,0.40,0.20,0.20",,0.00,1.00,
cách làm đồ chơi cho trẻ sơ sinh,,20,"0.25,0.75,0.25,0.25,0.50,0.25,0.25,0.25,0.50,0.25,1.00,0.25",,0.00,0.86,
cách làm đồ chơi con quay,,20,"0.78,1.00,0.22,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,0.00,0.19,
cách làm đồ chơi câu cá,,20,"0.60,1.00,0.20,0.40,0.20,0.20,0.20,0.40,0.60,0.20,0.20,0.40",,0.00,0.00,
cách làm đồ chơi ghép hình,,20,"0.11,0.11,0.11,0.11,0.11,0.22,0.11,0.11,0.11,1.00,0.11,0.11",,0.00,0.36,
cách làm đồ chơi góc xây dựng,,20,"0.57,0.71,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.43,0.29",,0.00,0.86,
cách làm đồ chơi minecraft,,20,"0.14,1.00,0.14,0.14,0.29,0.29,0.43,0.14,0.29,0.71,0.14,0.14",,0.00,0.04,
cách làm đồ chơi mochi,,20,"0.71,0.43,0.00,0.14,0.14,0.14,0.14,0.57,0.14,1.00,0.14,0.14",,0.00,0.00,
cách làm đồ chơi máy bay,,20,"1.00,0.11,0.11,0.11,0.11,0.22,0.11,0.11,0.44,0.11,0.22,0.33",,0.00,0.82,
cách làm đồ chơi mô hình,,20,"0.40,0.40,0.40,0.60,0.40,0.00,0.80,0.20,0.20,0.20,1.00,0.20",,0.00,1.00,
cách làm đồ chơi mầm non từ vải nỉ,,20,"0.14,0.14,0.43,0.29,0.14,0.00,0.14,0.14,0.14,0.00,0.00,1.00",,0.00,1.00,
cách làm đồ chơi nhảy dù,,20,"0.14,0.14,0.57,0.71,0.00,0.14,0.43,0.14,0.14,0.14,1.00,0.14",,0.00,0.36,
cách làm đồ chơi phương tiện giao thông,,20,"0.78,0.11,0.00,1.00,0.11,0.11,0.33,0.11,0.22,0.00,0.00,0.44",,0.00,0.86,
cách làm đồ chơi sextoy cho nam,,20,"0.14,0.29,0.14,0.14,0.43,0.00,1.00,0.71,0.14,0.29,0.14,0.14",,0.00,0.20,
cách làm đồ chơi sextoy cho nữ,,20,"0.00,0.00,0.40,0.80,0.20,1.00,0.60,0.40,0.20,0.20,0.20,0.20",,2906.98,0.71,
cách làm đồ chơi slime,,20,"0.60,0.40,0.20,0.80,1.00,0.40,0.20,0.20,1.00,0.40,0.20,0.40",,0.00,0.18,
cách làm đồ chơi sáng tạo,,20,"0.20,0.40,0.20,1.00,0.20,0.60,0.20,1.00,0.60,0.20,0.20,0.20",,0.00,0.37,
cách làm đồ chơi sáng tạo cho trẻ mầm non,,20,"0.44,0.11,0.11,0.22,1.00,0.11,0.11,0.11,0.11,0.11,0.00,0.11",,0.00,0.76,
cách làm đồ chơi thông minh cho trẻ mầm non,,20,"0.40,0.60,0.20,0.20,0.20,0.20,0.60,0.20,0.20,1.00,0.20,0.00",,0.00,0.00,
cách làm đồ chơi thả bóng cho bé,,20,"0.22,0.11,0.00,0.33,0.11,0.11,1.00,0.11,0.11,0.11,0.78,0.11",,0.00,0.00,
cách làm đồ chơi thủ công cho bé,,20,"0.11,0.33,0.11,0.11,0.11,1.00,0.11,0.00,0.11,0.11,0.11,0.11",,0.00,0.86,
cách làm đồ chơi toán học,,20,"0.22,0.33,0.44,0.11,0.22,0.22,0.11,0.11,0.22,0.11,0.11,1.00",,0.00,0.95,
cách làm đồ chơi treo nôi cho bé,,20,"0.11,0.33,0.33,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00",,0.00,0.00,
cách làm đồ chơi trong minecraft,,20,"0.11,0.11,0.00,0.00,0.11,0.11,0.11,1.00,0.11,0.56,0.11,0.11",,0.00,0.00,
cách làm đồ chơi trung thu,,20,"0.06,1.00,0.06,0.06,0.06,0.00,0.06,0.06,0.06,0.00,0.00,0.12",,0.00,0.67,
cách làm đồ chơi trí tuệ,,20,"0.25,0.25,0.25,1.00,1.00,0.25,0.00,0.25,0.00,1.00,0.25,0.25",,0.00,0.00,
cách làm đồ chơi tình duc cho nam tai nha,,20,"0.33,0.11,0.11,0.22,0.11,0.11,0.11,0.44,0.11,0.11,0.33,1.00",,0.00,0.01,
cách làm đồ chơi tình dục cho nam tại nhà,,20,"0.80,0.20,0.20,0.20,0.20,0.20,0.60,0.40,0.40,0.20,0.60,1.00",,3171.25,0.21,
cách làm đồ chơi tình dục cho nữ,,20,"0.11,0.22,0.11,0.11,0.44,0.11,0.11,0.11,0.22,0.11,1.00,0.11",,0.00,0.21,
cách làm đồ chơi từ bìa carton,,20,"0.20,0.20,0.20,0.20,0.40,0.20,0.20,0.40,0.20,0.20,1.00,0.20",,0.00,0.03,
cách làm đồ chơi từ dây thun,,20,"0.14,0.14,0.43,0.57,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.43",,0.00,0.00,
cách làm đồ chơi từ hộp sữa bột,,20,"1.00,0.14,0.43,0.14,0.14,0.00,0.14,0.14,0.14,0.14,0.29,0.71",,0.00,0.00,
